GCF_000007065	0.06544102
GCF_001042635	0.0383058
GCF_001050475	0.01793322
GCF_000577895	0.02917702
GCF_000632965	0.06353128
GCF_000304355	0.04638297
GCF_000981585	0.02637237
GCF_000981765	0.0188635
GCF_000761155	0.02067126
GCF_000818015	0.02123518
GCF_000757795	0.01790053
GCF_000008265	0.0182742
GCF_000961095	0.02447371
GCF_000953015	0.009660465
GCF_000980835	0.01175923
GCF_000980815	0.01512638
GCF_001021085	0.02908243
GCF_000956175	0.02739408
GCF_000970085	0.06290052
GCF_000941075	0.01600905
GCF_000828475	0.01263225
GCF_000973545	0.0119234
GCF_000008365	0.02346994
GCF_000973725	0.01576795
GCF_001017435	0.01793211
GCF_001025195	0.01945973
GCF_001028705	0.009899414
GCF_001042675	0.04376164
GCF_001042715	0.01792283
GCF_000812185	0.02033311
GCF_000970065	0.07967749
GCF_000969905	0.08888524
GCF_000970285	0.04806752
GCF_000008465	0.006580453
GCF_000725425	0.01758714
GCF_001050435	0.02011
GCF_000313175	0.018
GCF_000763575	0.02856798
GCF_001262015	0.03081391
GCF_001278075	0.01595037
GCF_001281385	0.01001255
GCF_000280925	0.02532393
GCF_000517625	0.02526085
GCF_000769655	0.02999769
GCF_000009305	0.01703531
GCF_001187845	0.01007986
GCF_000993805	0.01596724
GCF_001281405	0.01662471
GCF_001293165	0.01387088
GCF_001305655	0.03185445
GCF_001187785	0.02623094
GCF_001267255	0.007895321
GCF_001267885	0.01722622
GCF_001008165	0.007303662
GCF_001189295	0.03497518
GCF_000009965	0.0264648
GCF_001190965	0.03266748
GCF_001277195	0.02925061
GCF_001278055	0.03914243
GCF_000737325	0.0239664
GCF_000723425	0.03305329
GCF_001190745	0.04796086
GCF_001263175	0.02458285
GCF_001191605	0.01260422
GCF_001017655	0.03120225
GCF_000813245	0.01582896
GCF_000010265	0.02817812
GCF_000967425	0.006802733
GCF_000724775	0.01366554
GCF_001187595	0.0114953
GCF_001027545	0.06167671
GCF_001274875	0.01953371
GCF_001274895	0.01171985
GCF_001277175	0.03209851
GCF_001277995	0.01608857
GCF_001298465	0.01783004
GCF_001190945	0.01027429
GCF_000011105	0.02198441
GCF_000831645	0.01806527
GCF_001302585	0.0126977
GCF_001310225	0.009851631
GCF_001263395	0.0252642
GCF_001293125	0.01380559
GCF_001273775	0.0172466
GCF_001275345	0.01048574
GCF_001277255	0.02155093
GCF_001277235	0.02962532
GCF_001281045	0.02056246
GCF_000011125	0.01790146
GCF_001267435	0.02087408
GCF_000619905	0.01385901
GCF_001267925	0.02101491
GCF_001314325	0.009329713
GCF_001402875	0.02031335
GCF_001307195	0.01889356
GCF_001444425	0.006719043
GCF_001443605	0.039608
GCF_001499615	0.01393936
GCF_000696675	0.009867324
GCF_000011205	0.02352495
GCF_000321415	0.01908029
GCF_001277215	0.030146
GCF_001411805	0.03037154
GCF_001457555	0.0234035
GCF_000967305	0.01299955
GCF_001460635	0.01297198
GCF_001482365	0.01473253
GCF_001412635	0.0183423
GCF_001499655	0.01714936
GCF_001518835	0.02642823
GCF_000011225	0.02367527
GCF_000010505	0.02679026
GCF_001412615	0.01807558
GCF_000340435	0.01633353
GCF_000522545	0.01751684
GCF_001488575	0.02962229
GCF_001314995	0.01174819
GCF_000755585	0.009426042
GCF_001431725	0.0341897
GCF_001484725	0.02003563
GCF_001444405	0.01700454
GCF_001547975	0.02239932
GCF_000012305	0.0195718
GCF_001442745	0.03442878
GCF_001442805	0.02927459
GCF_001483865	0.02270579
GCF_001483945	0.02354533
GCF_001543305	0.02860026
GCF_001543105	0.02121082
GCF_001518795	0.01385903
GCF_001543285	0.01867741
GCF_001441165	0.01391774
GCF_001444445	0.02375384
GCF_000012485	0.02204629
GCF_001455085	0.02491233
GCF_001399775	0.01604864
GCF_001399515	0.00825207
GCF_001552035	0.01891615
GCF_001584145	0.03005878
GCF_001586155	0.04110757
GCF_000009765	0.02094202
GCF_001605725	0.00770303
GCF_001636015	0.01625041
GCF_001455205	0.02189539
GCF_000012805	0.0104514
GCF_001598035	0.03492874
GCF_001644565	0.0179318
GCF_001294575	0.01307064
GCF_001305595	0.02959527
GCF_001543175	0.03587011
GCF_001281485	0.006558622
GCF_001586235	0.01268133
GCF_001584225	0.03210978
GCF_000816105	0.0216803
GCF_001586255	0.02271286
GCF_000013405	0.01593338
GCF_001592435	0.02021828
GCF_001465255	0.01332907
GCF_001458695	0.01713657
GCF_001458655	0.04563942
GCF_001562195	0.01311381
GCF_001308265	0.009507848
GCF_001558775	0.02043099
GCF_001305675	0.01107203
GCF_001051995	0.01379324
GCF_001310085	0.0177439
GCF_000013605	0.0135517
GCF_001606025	0.01559841
GCF_001296145	0.01938633
GCF_001302565	0.01321858
GCF_000733715	0.01657486
GCF_001534645	0.0304838
GCF_001535545	0.01080701
GCF_001584205	0.01931678
GCF_001647695	0.01307042
